S.No,e-Published Date,Closing Date,Opening Date,Title and Ref.No./Tender ID,Organisation Chain
233,1/20/2023 18:55,2/20/2023 13:00,2/21/2023 13:00,[Installation of Road Furniture for Enhancement of Road Safety on km 108.700 (Vadodara) to km 381.000 (Vapi) of 6-Lane NH-48 and Development of Model Safe Road from km 155.000 to km 175.000 of Vadodara-Bharuch section of NH-48 on Item Rate Basis] [NHAI/GNR/RSW/Vado-Vapi /MSR/NH-48][2023_NHAI_142444_1],National Highways Authority of India||RO-Gandhinagar - NHAI
234,1/20/2023 18:55,2/11/2023 17:00,2/14/2023 17:30,"[Expansion of Civil Enclave at Gwalior Airport. SH Construction of City Side vehicular approach road, internal vehicular roads, drainage system, Operational Boundary Wall, Rain Water Harvesting and other associated works at Gwalior Airport] [AAI/CHQ/Engg(NR)/Gwalior/Roads Drains][2023_AAI_142244_1]",Airports Authority of India||CHQ - AAI||Engineering Civil - AAI
235,1/20/2023 18:45,3/9/2023 12:00,3/10/2023 12:00,[Indeoendent engineer service during O and M period for 4 laning of Krishnagar Baharampore section of NH-34 from km 115 to km 193 in the state of West Bengal under NHDP III on DBFOT (Annuity) Basis] [12/OandM/Krish-Bah/2ndCall][2023_NHAI_142441_1],National Highways Authority of India||RO-Kolkata - NHAI||Kolkata - NHAI
236,1/20/2023 18:30,2/10/2023 15:00,2/13/2023 16:00,[ITEM RATE CONTRACT FOR A PERIOD OF 1 YEAR FOR LAYING OF UNDERGROUND PE PIPELINE AND ABOVEGROUND GI/Cu INSTALLATION FOR CGD PROJECTS OF PUNE AND NASHIK GA] [MNGL/CP/2022-23/187][2023_MNGL_142429_1],Maharashtra Natural Gas Ltd.||Corporate Office Pune||Contracts and Procurement
237,1/20/2023 18:30,2/9/2023 15:00,2/10/2023 16:00,[Designing supply installation testing and commissioning of addressable fire detection and alarm system at Doorsanchar Bhawan G Plus 9 Alipore Kolkata] [111/BSNL/ED-III/Kol/NIT/22-23][2023_BSNL_142386_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Calcutta Telephone District||CE (Electrical), Kolkata TD||SE (Electrical), Kolkata TD"
238,1/20/2023 18:00,2/18/2023 12:00,2/20/2023 11:00,"[Installation of Hand Pumps at different villages in different Panchayat under CSR activity, Panchet(Jharkhand area).] [DVC/Tender/MAITHON/DAM CIVIL/00006][2023_DVC_142413_1]",Damodar Valley Corporation||Maithon - DVC||C and M
239,1/20/2023 18:00,2/11/2023 18:00,2/13/2023 11:30,"[FACILITY MANAGEMENT CONTRACT OF E n M INSTALLATIONS AT RHQ SR RESIDENTIAL COLONY, CHENNAI AIRPORT, CHENNAI] [AAI/RHQ/SR/ENGG(E)2022-23 Dated 20.01.2023 ][2023_AAI_141887_1]",Airports Authority of India||Southern Region - AAI||RHQ-SR - AAI||ENGG ELECT-SR - AAI
240,1/20/2023 18:00,2/10/2023 18:00,2/13/2023 18:00,"[SUPPLY, INSTALLATION, COMMISSIONING AND TRAINING OF INDUSTRIAL VIDEOSCOPE WITH MEASUREMENT] [PUR/50/ISR/SK/G/2022-23][2023_CSIR_142252_1]",Council of Scientific and Industrial Research||CMERI-Durgapur - CSIR||Purchase-CMERI - CSIR
241,1/20/2023 17:00,2/13/2023 17:00,2/14/2023 17:00,[(i) Four laning of Viluppuram Km 0.000 to Puducherry Km29.000 (ii) Four laning of Puducherry Km.29.000 to Poondiyankuppam Km.67.000 (iii) Four laning of Poondiyankuppam Km.67.000 to Sattanathapuram Km.123.800 5th call] [NHAI/ROCHNI/RSC/NH332/22-23/92][2023_NHAI_142329_1],National Highways Authority of India||RO-Chennai - NHAI
242,1/20/2023 17:00,2/20/2023 15:00,2/21/2023 16:00,"[3rd call of Appointment of Safety Consultants for Development of Six Lane Jhanki-Sargi from Km.0.000 to 42.800, Sargi-Basanwahi from Km.42.800 to 99.500 and Basanwahi to Marangpuri from Km.99.500 to 124.661 of NH-130 CD in the State of Chhattisgarh.] [11052/RO-Raipur/Tender/SC/3rd Call/RV][2023_NHAI_142322_1]",National Highways Authority of India||RO-Raipur - NHAI
243,1/20/2023 17:00,2/11/2023 14:00,2/13/2023 15:00,[Providing and Fixing concertina fencing for township boundary wall in NTECL township] [CS-5161][2023_NTECL_142301_1],NTECL
244,1/20/2023 17:00,3/7/2023 11:00,3/8/2023 11:30,[Construction Installation Operation and Maintenance of Smart Toilet on Lease Basis at four identified locations in Madhya Pradesh at NH-47] [NHLML/WSA/Smart Toilets/ MP/2023][2023_NHAI_142407_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI
245,1/20/2023 12:30,2/13/2023 13:00,2/14/2023 14:30,"[MP Supply , Installation and Commissioning of High Energy Linear Accelerator] [HITES/PCD/MP/Rad-Onco/22-23][2023_HLL_140537_1]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
246,1/20/2023 9:00,3/7/2023 11:00,3/8/2023 11:30,[DEVELOPING OPERATING AND MAINTAINENCE OF LARGE AND SMALL WAYSIDE AMENITIES ON DIFFERENT SECTIONS OF NATIONAL HIGHWAY ON LEASE BASIS] [NHAI/WSA/O and M/LOT 1/2023][2023_NHAI_142298_1],National Highways Authority of India||Head Office - NHAI
247,1/20/2023 9:00,2/10/2023 15:00,2/13/2023 15:30,"[Supply, Installation, Testing, Commissioning and Operationalization of SBR Technology based 150 KLD Sewage Treatment Plant including 7 years O and M at Silchar Airport] [AAI/SIL/ENGG-E/STP/2022-23][2023_AAI_142053_1]",Airports Authority of India||Western Region - AAI||GOA - AAI||ENGG ELECT-VAGO - AAI
248,1/19/2023 18:55,2/8/2023 15:00,2/9/2023 15:00,"[Supply and installation of Rectangle workstations, etc., for 3D Gait analysis lab and orthosis workshop] [1(516)/2022/Pur/T-165][2023_CSIR_142167_1]",Council of Scientific and Industrial Research||CLRI-Chennai - CSIR||Purchase-CLRI - CSIR
249,1/19/2023 18:45,3/6/2023 15:00,3/7/2023 15:30,"[SUPPLY, INSTALLATION TESTING AND COMMISSIONING OF SPECTROFLUROMETER] [IICB/PUR/599/618/28/2022-23][2023_CSIR_142263_1]",Council of Scientific and Industrial Research||IICB-Koolkatta - CSIR||Purchase-IICB - CSIR
250,1/19/2023 18:30,2/27/2023 11:30,2/28/2023 15:30,[SPL METALLIC SEAL] [1/PE230039/8][2023_UCIL_142290_1],Uranium Corporation of India Limited||Purchase Department-Jharkhand - UCIL||Group 1 - UCIL
251,1/19/2023 18:00,2/15/2023 11:00,2/16/2023 11:30,"[Providing and Fixing view cutter on RE Wall, Structures in front of Police Stations/Government Offices at Mullanpur, Jagraon, Moga and other locations on Ludhiana Talwandi Section of NH-05] [PD-LUD/Lud-Tal/NH-05/RFP][2023_NHAI_142275_1]",National Highways Authority of India||RO-Chandigarh - NHAI
252,1/19/2023 17:00,2/10/2023 15:00,2/10/2023 15:30,"[Selection of partner for Up-gradation of existing CCTV Camera System and Supply, Installation, Commissioning and Maintenance of additional CCTV] [TCIL/66/ICT Biz 1/CCTV UP/2022/01][2023_TCIL_142257_1]",Telecommunications Consultants India Limited||Corporate Office - TCIL Bhawan||S and TC Division - TCIL
253,1/19/2023 16:55,3/9/2023 11:00,3/10/2023 11:30,"[RFP for Four laning of Left over work in between Km 0.000 to Km 0.133, Km 1.390 to Km.13.829, Km.17.100 to Km.26.077 and Km.27.490 to Km.71.651 Haridwar to Nagina section of NH-74 in the state of Uttarakhand and Uttar Pradesh on EPC mode - 2nd Call] [NHAI/Tech/UKD/BW/HN/2023][2023_NHAI_142253_1]",National Highways Authority of India||RO-Dehradun - NHAI
254,1/18/2023 18:30,2/21/2023 11:00,2/22/2023 11:30,[Design Supply Installation Commissioning and Testing of Complete Interior Furnishing Items Including Electricals for 30 (Thirty) Nos. of Cape Gauge DEMU Coaches] [2022/RITES/EXPO/NRZ/DEMU/3/F/1][2023_RITES_142102_1],RITES Ltd.||ROC 1 (Sector 29 Gurugram) - RITES||Expotech - RITES
255,1/18/2023 18:00,2/8/2023 18:00,2/10/2023 15:30,[Extension and Modification of Arrival Hall at Agatti Airport] [AAI/AGT/AGM(E-C)/Arrival Hall/22-23][2023_AAI_142073_1],Airports Authority of India||Southern Region - AAI||RHQ-SR - AAI||ENGG CIVIL-SR - AAI
256,1/18/2023 15:00,2/8/2023 15:30,2/9/2023 15:30,"[SUPPLY, INSTALLATION, COMMISSIONING AND TRAINING OF HIGH RESOLUTION UPRIGHT OPTICAL MICROSCOPE] [PUR/70/FNDRY/AP/E/2022-23/RET1][2023_CSIR_141192_1]",Council of Scientific and Industrial Research||CMERI-Durgapur - CSIR||Purchase-CMERI - CSIR
257,1/18/2023 11:00,2/13/2023 11:00,2/14/2023 11:00,[License for setting up unmanned counter for free calling facility inside arrival hall with outlet for sale of SIM Cards at Srinagar Airport] [AAI/SXR/COMML/RET-SIM/2023/04][2023_AAI_141954_1],Airports Authority of India||Western Region - AAI||VADODARA - AAI||COMMERCIAL-VABO - AAI
258,1/17/2023 18:00,2/21/2023 11:30,2/22/2023 15:30,[SINGLE ROW DEEP GROOVE BALL BEARING] [1/PE230044/1][2023_UCIL_141916_1],Uranium Corporation of India Limited||Purchase Department-Jharkhand - UCIL||Group 1 - UCIL
259,1/17/2023 17:00,2/7/2023 18:00,2/9/2023 11:00,[Construction of Perimeter wall and road around State Guest house for segregating it from operational area of Dehradun Airport] [AAI/DDN/State Guest House/2022-23/][2023_AAI_141949_1],Airports Authority of India||Northern Region - AAI||CHANDIGARH - AAI||ENGG CIVIL-CG - AAI
260,1/17/2023 15:00,2/14/2023 18:00,2/16/2023 11:00,[Re-construction of G-Taxiway and allied work] [AAC/EMD-II/TWY-G/2023][2023_AAI_140689_1],Airports Authority of India||Eastern Region - AAI||KOLKATA AIRPORT - AAI||ENGG ELECT-VECC - AAI
261,1/17/2023 14:55,2/13/2023 15:00,2/14/2023 15:00,[Allele-specific Yeast mRNAseq and RiboSeq] [BT/HIMA/078/2023/ALLESPECYEAST][2023_IITM_141933_1],Indian Institute of Technology Madras||Project Purchase - IITM
262,1/17/2023 9:00,2/14/2023 10:00,2/15/2023 10:30,"[Assistance to the maintenance work, cleaning and other miscellaneous jobs as and when required in respect of all the equipment pertaining to EM and PC section, DVC, BTPS for a period of 08 months from 01.03.2023 to 31.10.2023 for 09 nos. of labours.] [DVC/Tender/BTPS/EMPC 1/C and M/W and S/00004][2023_DVC_141846_1]",Damodar Valley Corporation||BTPS Bokaro - DVC||C and M
263,1/16/2023 18:00,2/10/2023 17:00,2/13/2023 11:00,"[Supply, Installation, commissioning and demonstration of Hot Stage Microscope ] [CFTRI/74241/2022-23][2023_CSIR_141829_1]",Council of Scientific and Industrial Research||CFTRI-Mysore - CSIR||Purchase-CFTRI - CSIR
264,1/16/2023 16:55,2/13/2023 17:00,2/15/2023 11:00,"[Construction of Boundary wall of middle School, Singrawan under CSR DVC Tilaiya Dam.] [DVC/Tender/MAITHON/KONAR CIVIL/00126][2023_DVC_141785_1]",Damodar Valley Corporation||Maithon - DVC||C and M
265,1/13/2023 18:15,2/11/2023 15:00,2/13/2023 10:00,[Small Animal Telemetry] [CDRI/2022/13029][2023_CSIR_141567_1],Council of Scientific and Industrial Research||CDRI-Lucknow - CSIR||Purchase-CDRI - CSIR
266,1/13/2023 18:00,3/6/2023 16:00,3/7/2023 16:30,[SUPPLY INSTALLATION TESTING AND COMMISSIONING OF NIR SPECTROMETER] [IICB/PUR/599/641/26/2022-23][2023_CSIR_141559_1],Council of Scientific and Industrial Research||IICB-Koolkatta - CSIR||Purchase-IICB - CSIR
267,1/13/2023 12:00,2/10/2023 12:00,2/11/2023 12:00,[Miscellaneous steel structure maintenance and its associated works roofwall ] [DVC/CTPS/CIVILPH/WORKS 00123][2023_DVC_141450_1],Damodar Valley Corporation||CTPS Chandrapura - DVC||C and M
268,1/12/2023 12:00,2/9/2023 16:00,2/10/2023 16:00,"[Procurement and Installation of Lift in the SDSCO-cum-Kisan Bhawan, Dharamshala, District Kangra, Himachal Pradesh] [WAP/ED(IP)/LIFT/2022-23/02 ][2023_WAPCO_141153_1]",WAPCOS Limited||Centre for Water Resources Development||Water Resources Development (Gurgaon) - CWRD
269,1/11/2023 17:00,2/8/2023 15:00,2/10/2023 10:00,"[Supply Installation Testing of Battery Management System for 30 KVA UPS at MSSR Yarada hill , AAI, Visakhapatnam.] [SIT of Battery Management System for 30 KVA UPS ][2023_AAI_141189_1]",Airports Authority of India||Southern Region - AAI||VIZAG - AAI||CNS-VOVZ - AAI
270,1/11/2023 14:00,2/23/2023 15:00,2/24/2023 15:00,"[Supply, installation and commissioning of Carbon coater (evaporator) for grids] [28(08)/2022/Pur/T-158][2023_CSIR_140911_1]",Council of Scientific and Industrial Research||CLRI-Chennai - CSIR||Purchase-CLRI - CSIR
271,1/11/2023 9:00,2/9/2023 13:00,2/10/2023 13:00,[Providing Road Safety measures at Accident locations (04 no.s) identified by Police department based on Accident data of 2019 to 2021 on existing road of Kandi to Ramsanpalle Section of NH-161 in the State of Telangana] [NHAI/PIU-SR/NH-161/Pkg-I/Road Safety/2023/][2023_NHAI_141166_1],National Highways Authority of India||RO-Hyderabad - NHAI
272,1/10/2023 17:30,2/14/2023 15:00,2/15/2023 15:00,"[Design of Broad Gauge Ballast Less Track BLT including Supply, Installation, Testing and Commissioning between Sivok and Rangpo approx. 39.05 km in connection with Sivok Rangpo New BG Single Line Railway Project] [IRCON/2046/SRRP/BLT 01][2023_IRCON_141093_1]",IRCON International Limited||Corporate Head Quarters-New Delhi - IRCON||Civil Engineering - IRCON
273,1/10/2023 16:00,2/14/2023 14:30,2/15/2023 15:30,[Vacuum Grade Brazing Alloys] [391/HCP-0034/VEDG/10-Pur/2022][2023_CSIR_141111_1],Council of Scientific and Industrial Research||CEERI-Pilani - CSIR||Purchase-CEERI - CSIR
274,1/10/2023 15:25,2/20/2023 14:00,2/21/2023 14:30,"[Supply, Installation, etc. of PET CT] [HITES/PCD/AIIMS-IV/59/MIX/ 22-23][2022_HLL_139998_12]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
275,1/10/2023 15:00,2/20/2023 14:00,2/21/2023 14:30,"[Supply, Installation, etc. of Gradient PCR Machine] [HITES/PCD/AIIMS-IV/59/MIX/ 22-23][2022_HLL_139998_8]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
276,1/10/2023 15:00,2/20/2023 14:00,2/21/2023 14:30,"[Supply, Installation, etc. of Apheresis Machine (Cell Separator)] [HITES/PCD/AIIMS-IV/59/MIX/ 22-23][2022_HLL_139998_11]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
277,1/10/2023 15:00,2/20/2023 14:00,2/21/2023 14:30,"[Supply, Installation, etc. of Anaerobic work station with gas cylinder complete] [HITES/PCD/AIIMS-IV/59/MIX/ 22-23][2022_HLL_139998_9]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
278,1/10/2023 15:00,2/20/2023 14:00,2/21/2023 14:30,"[Supply, Installation, etc. of Basic Transcranial Magnetic Stimulator] [HITES/PCD/AIIMS-IV/59/MIX/ 22-23][2022_HLL_139998_10]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
279,1/10/2023 13:00,2/20/2023 14:00,2/21/2023 14:30,"[Supply, Installation, etc. of Real Time PCR Machine ] [HITES/PCD/AIIMS-IV/59/MIX/ 22-23][2022_HLL_139998_7]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
280,1/10/2023 13:00,2/20/2023 14:00,2/21/2023 14:30,"[Supply, Installation, etc. of Real Time Quantitative PCR System] [HITES/PCD/AIIMS-IV/59/MIX/ 22-23][2022_HLL_139998_6]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
281,1/10/2023 13:00,2/20/2023 14:00,2/21/2023 14:30,"[Supply, Installation, etc. of Pacemaker Dual Chamber] [HITES/PCD/AIIMS-IV/59/MIX/ 22-23][2022_HLL_139998_3]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
282,1/10/2023 13:00,2/20/2023 14:00,2/21/2023 14:30,"[Supply, Installation, etc. of Real Time Quantitative PCR System] [HITES/PCD/AIIMS-IV/59/MIX/ 22-23][2022_HLL_139998_6]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
283,1/10/2023 13:00,2/20/2023 14:00,2/21/2023 14:30,"[Supply, Installation, etc. of Real time PCR] [HITES/PCD/AIIMS-IV/59/MIX/ 22-23][2022_HLL_139998_5]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
284,1/10/2023 13:00,2/20/2023 14:00,2/21/2023 14:30,"[Supply, Installation, etc. of Flexible Bronchoscope with monitor and recording facility for paediatric] [HITES/PCD/AIIMS-IV/59/MIX/ 22-23][2022_HLL_139998_1]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
285,1/10/2023 13:00,2/20/2023 14:00,2/21/2023 14:30,"[Supply, Installation, etc. of ENT Workstation] [HITES/PCD/AIIMS-IV/59/MIX/ 22-23][2022_HLL_139998_2]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
286,1/10/2023 9:00,2/27/2023 14:00,2/28/2023 14:30,"[Supply, Installation, etc. of Mobile CT Scanner for IORT for NCI-AIIMS, Jhajjar Campus, Haryana] [HITES/PCD/NCI-AIIMS/48/22-23][2023_HLL_140698_3]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
287,1/10/2023 9:00,2/27/2023 14:00,2/28/2023 14:30,"[Supply, Installation, etc. of IORT Machine(X-Ray Based) for NCI-AIIMS, Jhajjar Campus, Haryana] [HITES/PCD/NCI-AIIMS/48/22-23][2023_HLL_140698_2]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
288,1/9/2023 17:40,2/27/2023 14:00,2/28/2023 14:30,"[Supply, Installation, etc. of IORT Machine (Electron Based) for NCI-AIIMS, Jhajjar Campus, Haryana] [HITES/PCD/NCI-AIIMS/48/22-23][2023_HLL_140698_1]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
289,1/9/2023 17:00,2/10/2023 15:30,2/13/2023 15:30,"[SUPPLY, INSTALLATION, COMMISSIONING AND TRAINING OF 3D COORDINATOR MEASURING MACHINE (CMM)] [PUUR/261/ASL/RM/E/2022-23][2023_CSIR_140480_1]",Council of Scientific and Industrial Research||CMERI-Durgapur - CSIR||Purchase-CMERI - CSIR
290,1/9/2023 10:55,2/21/2023 12:00,2/22/2023 16:00,[Repair and maintenance work of Boundary wall at Patherdih Sub-station and Putki Sub-station ] [DVC/Tender/CIVIL/00088/REV_1][2023_DVC_140868_1],Damodar Valley Corporation||Maithon - DVC||C and M
291,1/7/2023 18:55,2/23/2023 15:00,2/24/2023 15:00,"[Supply, installation and commissioning of Electron Microscope (HR-TEM)] [28(04)/2022/Pur/T-146][2023_CSIR_140800_1]",Council of Scientific and Industrial Research||CLRI-Chennai - CSIR||Purchase-CLRI - CSIR
292,1/7/2023 18:55,2/23/2023 15:00,2/24/2023 15:00,"[Supply, installation and commissioning of High-end Operating Microscope] [28(07)/2022/Pur/-157][2023_CSIR_140801_1]",Council of Scientific and Industrial Research||CLRI-Chennai - CSIR||Purchase-CLRI - CSIR
293,1/7/2023 18:15,2/9/2023 14:00,2/10/2023 15:00,[Lease of VPAs Sagarmala Convention Hall with an extent of 7568 M2 and 1765 M2 builtup area at Salagramapuram in Zone Z 8 for 10 years on annual lease rental basis] [IENG/Est /Sag Con /T/2023 Dt 07-01-2023][2023_VPT_140880_1],Visakhapatnam Port Trust||Civil Engineering - VPT||SE CP Division - VPT
294,1/7/2023 16:00,2/24/2023 11:00,2/27/2023 11:30,[Development of 6Lane Access Controlled GFH from Mallapalle(Ch176.000) to Kavulakuntla(Ch196.000) of Bengaluru-Vijayawada EC on HAM Mode under BMP Ph-I in Andhra Pradesh(Pckg8)] [NHAI/BM/EC /Bengaluru-Vijayawada /GF/Pckg8/2022][2023_NHAI_140852_1],National Highways Authority of India||Head Office - NHAI
295,1/7/2023 16:00,2/24/2023 11:00,2/27/2023 11:30,[Development of 6Lane Access Controlled GFH from Audireddipalle(Ch160.000) to Mallapalle(Ch176.000) of NH544G Bengaluru Vijayawada EC on HAM Mode under BMP Ph-I in Andhra Pradesh (Pckg7)] [NHAI/BM/EC /Bengaluru-Vijayawada/ GF/Pckg7/2022][2023_NHAI_140853_1],National Highways Authority of India||Head Office - NHAI
296,1/6/2023 17:05,2/13/2023 14:30,2/14/2023 14:30,[supply and installation of High End Operating Microscope] [9509/231122/1819/EQPT][2023_CSIR_140701_1],Council of Scientific and Industrial Research||CCMB-Hyderabad - CSIR||Purchase-CCMB - CSIR
297,1/6/2023 16:00,2/11/2023 18:00,2/13/2023 11:00,"[Annual Maintenance for Reinforced Earth (RE) Wall, large embankment and associated works for the year (2022-23) at Pakyong Airport] [AAI/PKG/Engg(C)/AMC-RE Wall/][2022_AAI_139844_1]",Airports Authority of India||North East Region - AAI||PAKYONG - AAI||ENGG CIVIL-PAKYONG - AAI
298,1/5/2023 18:55,2/9/2023 17:00,2/10/2023 17:30,[Construction of 10.5 meter wide link taxi track connecting Old apron to the proposed FTO at Hubballi Airport. SH Provision of Taxiway Lighting and other associated electrical works.] [AAI/HUB/ENGG-E/NIT/FTO Taxiway/2022-23/ ][2023_AAI_140282_1],Airports Authority of India||Southern Region - AAI||MADURAI - AAI||ENGG ELECT-VOMD - AAI
299,1/4/2023 16:00,2/21/2023 16:00,2/22/2023 16:30,[Construction of FOB near Rampuram village at design km 706-800 of Six Laning of Anandapuram-Pendurthi - Anakapalli Section of NH-16 in the State of Andhra Pradesh] [NHAI-RO-VJA-ADP-AKP-FOB][2023_NHAI_140361_1],National Highways Authority of India||RO-Vijayawada - NHAI
300,12/31/2022 9:00,2/9/2023 11:00,2/10/2023 11:30,[Independent Expert Services for Supervision of Development and Operations of Multi Modal Logistics Park Chennai at Mappedu in Thiruvallur District in the State of Tamil Nadu on DBFOT mode] [NHLML/MMLP/Chennai/IE/2022][2022_NHAI_140090_1],National Highways Authority of India||Head Office - NHAI
301,12/30/2022 16:00,2/14/2023 11:00,2/15/2023 11:30,"[DEVELOPING OPERATING AND MAINTAINENCE OF LARGE and SMALL WAYSIDE AMENITIES AT GUNDTETHAR, QAZINGUND TUNNEL OF NATIONAL HIGHWAY NO. 44 ON LEASE BASIS] [NHAI/WSA/BFOT/J and K/Gundtethar/1/2022][2022_NHAI_140017_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
302,12/30/2022 16:00,2/14/2023 11:00,2/15/2023 11:30,"[DEVELOPING, OPERATING AND MAINTAINENCE OF LARGE and SMALL WAYSIDE AMENITIES AT LASJAN NH-44 BETWEEN NOWGAM CHOWK AND PANTHA CHOWK (PHASE-I) ON LEASE BASIS] [NHAI/WSA/BFOT/J and K/Lasjan/1/2022][2022_NHAI_140021_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
303,12/30/2022 9:00,2/15/2023 11:00,2/16/2023 11:30,[Construction of 6lane flyover (Size40 Nos. of 25m Span x 6m Height) including RE Wall approaches with Flexible Pavement in the Elephant Corridor of Angul Sambalpur sec of NH42(New NH-55)at Km.202.533 on EPC Mode in Odisha ] [NHAI/NHDPIV/04 /OR/EPC/Flyover/ 2020/efile15619 ][2022_NHAI_139953_1],National Highways Authority of India||Head Office - NHAI
304,12/29/2022 18:40,2/15/2023 11:00,2/16/2023 11:30,[Construction of 4-Lane AC GH section on NH-163G (Khammam-Vijayawada) from Brahmanapalli(K) village at Design Ch. 250.400 Km to Remidicherla village at Ch.280.200 Km under other EC NH-O programme on HAM in Telangana-AP (Package-II)] [NHAI/HQ/GM-Tel/Kham-Vija (Pkg-II)/4L-HAM/12-2022][2022_NHAI_139942_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI
305,12/29/2022 18:30,2/15/2023 11:00,2/16/2023 11:30,[Construction of 4-Lane AC GH section on NH-163G (Khammam-Vijayawada)from V.Venkatayapalem village at Design Ch.220.480 Km to Brahmanapalli(K) village at Ch. 250.400 under other EC NH-0 programme on HAM in Telangana (Package-I)] [NHAI/HQ/GM-Tel/Kham-Vija (Pkg-I)/4L-HAM/12-2022][2022_NHAI_139939_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI
306,12/29/2022 18:30,2/15/2023 11:00,2/16/2023 11:30,[Construction of 4-Lane AC GH section on NH-163G (Warangal-Khammam) from Thallasenkesa village at Design Ch. 189.650 km to V.Vekatayapalem village in Khammam District at Ch.220.480 under other EC NH-O programme on HAM in Telangana (Package-III)] [NHAI/HQ/GM-Tel/War-Kham (Pkg-III)/4L-HAM/12-2022][2022_NHAI_139938_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI
307,12/29/2022 18:15,2/15/2023 11:00,2/16/2023 11:30,[Construction of 4-Lane AC GH section on NH-163G (Warangal-Khammam) from Venkatpur village in Warangal Ch. 150.240 Km to Thallasenkesa village in Mahabubabed District at Ch.189.650 km under other EC NH-O programme on HAM in Telangana (Package-II)] [NHAI/HQ/GM-Tel/War-Kham (Pkg-II)/4L-HAM/12-2022][2022_NHAI_139933_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI
308,12/29/2022 16:30,2/14/2023 14:00,2/15/2023 14:30,"[CONSTRUCTION/LIFTING OF IRRIGATION CANAL FROM SHECHELING TO SHELAMCH THANG AT KUGYAM, BLOCK-CHUMATHANG, UNION TERRITORY OF LADAKH] [WAP/INFS-IV/UTL/KUGYAM/12-2nd call][2022_WAPCO_139903_1]",WAPCOS Limited||Centre for Business Development- Roads and Railways
309,12/29/2022 16:30,2/14/2023 14:00,2/15/2023 14:30,"[Construction of Water Lifting system through pipeline at Patchathang, block Khalsi, Union territory of Ladakh] [WAP/INFS-IV/UTL/KHALSI/10-2nd call][2022_WAPCO_139894_1]",WAPCOS Limited||Centre for Business Development- Roads and Railways
310,12/29/2022 15:30,2/14/2023 14:00,2/15/2023 14:30,"[CONSTRUCTION OF LIFT IRRIGATION CANAL AT THORGYAL THANG, BOGDANG, BLOCK-TURTUK] [WAP/INFS-IV/UTL/BOGDANG/11-2nd call][2022_WAPCO_139883_1]",WAPCOS Limited||Centre for Business Development- Roads and Railways
311,12/29/2022 12:45,2/11/2023 13:00,2/13/2023 15:00,[Construction of new perimeter wall] [HMB/CM/2022-05][2022_HEC_139852_1],Heavy Engineering Corporation Limited||Heavy Machine Building Plant - HEC||Purchase-HMBP - HEC
312,12/26/2022 16:00,2/21/2023 11:00,2/22/2023 11:30,[CS for IE of four-lane greenfield highway from Edamon (Design km 20.730/Existing km 38.000 of NH744) to Kadampattukonam near Paripally (Design km 59.347/ Existing km 517.567 of NH-66) in Kerala in HAM mode under BMP] [NHAI/12017/KL/Edamon -Kadam/2022-Proc][2022_NHAI_139486_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI
313,12/24/2022 9:00,2/13/2023 11:00,2/14/2023 11:30,[Construction of 4laning with paved shoulder from Hassan to Adihalli EC20 Ch.Km 00.000 Hassan to Ch.Km 37.000 Adihalli Village under BMP on EPC Mode in the state of Karnataka (PKG 1)] [NHAI/KNT/Hassan Adihalli/Pkg1/ 2022/177263][2022_NHAI_139398_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI
314,12/23/2022 18:55,2/8/2023 15:00,2/9/2023 15:00,"[Supply, installation and commissioning of CHNS Analyzer] [28(06)/2022/Pur/T-152][2022_CSIR_139256_1]",Council of Scientific and Industrial Research||CLRI-Chennai - CSIR||Purchase-CLRI - CSIR
